id,doi,display_name,publication_date,abstract,concepts,source_id,elements,llama_concepts
W3021920583,https://doi.org/10.1007/bf00739290,Stress corrosion characteristics of toughened glasses and ceramics,1978-01-01,Stress corrosion characteristics of toughened glasses and ceramics. A method for evaluating stress corrosion characteristics of thermally or chemically toughened glasses and ceramics is outlined. Values of the stress corrosion indexn V = AKn have been obtained and these are in excellent agreement with values for untreated materials. The analysis also explains the slightly greater absolute strength degradation observed for toughened glasses and ceramics.,"[('Materials science', 0, '0.9098232'), ('Solid mechanics', 2, '0.71511185'), ('Corrosion', 2, '0.62104726'), ('Composite material', 1, '0.5995005'), ('Ceramic', 2, '0.56859034'), ('Stress (linguistics)', 2, '0.5282254'), ('Toughening', 3, '0.45498648'), ('Metallurgy', 1, '0.37336093'), ('Forensic engineering', 1, '0.34827945'), ('Toughness', 2, '0.1283505'), ('Philosophy', 0, '0.0'), ('Linguistics', 1, '0.0'), ('Engineering', 0, '0.0')]",S26125866,,"['chemically toughened glass', 'strength degradation', 'stress corrosion', 'stress corrosion characteristic', 'stress corrosion index', 'thermally toughened glass', 'toughened glass', 'toughening glass']"
W3080659011,https://doi.org/10.1007/s10853-020-05108-1,Assembly of Janus complex with low-cost and salt rejection for solar-thermal water evaporation,2020-11-01,"Assembly of Janus complex with low-cost and salt rejection for solar-thermal water evaporation. Interfacial solar-thermal water evaporation STWE shows considerable potential in terms of harvesting freshwater from the ocean; thereinto, the design of an efficient floatable material with low-cost and salt deposition resistance is always one of the most concerned issues. In this work, we prepared an economical Janus complex for STWE by assembling commercial carbon nanotubes and porous cotton fiber paper, functionalized by silanization and combination of polyelectrolyte. Because of the synergy of efficient photothermal conversion, localized hot layer and fast transmission of water and vapor, the Janus complex displayed a superior evaporation rate of 3.443 kg m2 h1 under 5 suns 5 kW m2 in saltwater. Moreover, almost no salt was detected in the used Janus complex, and the salt deposition was rejected at the source due to the strong ionic strength of polyelectrolyte. These results indicated that the Janus complex has potential applications for water purification.","[('Janus', 2, '0.8418418'), ('Materials science', 0, '0.76324964'), ('Evaporation', 2, '0.6530463'), ('Polyelectrolyte', 3, '0.6261034'), ('Chemical engineering', 1, '0.6000531'), ('Salt (chemistry)', 2, '0.4716106'), ('Nanotechnology', 1, '0.43041083'), ('Deposition (geology)', 3, '0.4212091'), ('Composite material', 1, '0.20840964'), ('Polymer', 2, '0.18068069'), ('Chemistry', 0, '0.12444362'), ('Organic chemistry', 1, '0.11576784'), ('Physics', 0, '0.0'), ('Engineering', 0, '0.0'), ('Paleontology', 1, '0.0'), ('Sediment', 2, '0.0'), ('Biology', 0, '0.0'), ('Thermodynamics', 1, '0.0')]",S26125866,,"['assembly of janus complex', 'carbon nanotube', 'cotton fiber paper', 'evaporation rate', 'floatable material', 'interfacial solar thermal water evaporation', 'ionic strength', 'janus complex', 'localized hot layer', 'photothermal conversion', 'polyelectrolyte', 'porous cotton fiber paper', 'salt deposition resistance', 'salt rejection', 'saltwater', 'silanization', 'solar thermal water evaporation', 'sun', 'vapor transmission', 'water evaporation', 'water purification']"
W3081821197,https://doi.org/10.1007/s10853-020-05158-5,Oxygen separation from air by the combined temperature swing and pressure swing processes using oxygen storage materials Y1−x(Tb/Ce)xMnO3+δ,2020-11-01,"Oxygen separation from air by the combined temperature swing and pressure swing processes using oxygen storage materials Y1xTb/CexMnO3+. Hexagonal Y1 x R x MnO3+ R: other than Y rare earth elements oxides have been recently introduced as promising oxygen storage materials that can be utilized in the temperature swing processes for the oxygen separation and air enrichment. In the present work, the average and local structures of Tb- and Ce-substituted Y0.7Tbe 0.15 MnO3+ and Y0.6Tbe 0.2 MnO3+ materials were studied, and their oxygen storage-related properties have been evaluated. The fully oxidized samples show the presence of a significant amount of the highly oxygen-loaded the so-called Hex3 phase, attaining an average oxygen content of 0.41 for both compositions. Extensive studies of the temperature swing process conducted in air and N2 over the temperature range of revealed large and reversible oxygen content changes taking place with only a small temperature differences and the high dependence on the oxygen partial pressure. Significant for practical performance, the highest reported for this class of compounds, oxygen storage capacity of 1900 mol O g 1 in air was obtained for the optimized materials and swing process. In the combined temperatureoxygen partial pressure swing process, the oxygen storage capacity of 1200 mol O g 1 was achieved.","[('Oxygen', 2, '0.86297834'), ('Air separation', 3, '0.85847044'), ('Oxygen storage', 3, '0.79880714'), ('Materials science', 0, '0.7007622'), ('Partial pressure', 3, '0.6674974'), ('Solid oxygen', 3, '0.6108711'), ('Swing', 2, '0.5314701'), ('Atmospheric temperature range', 2, '0.5052059'), ('Analytical Chemistry (journal)', 2, '0.42642936'), ('Chemical engineering', 1, '0.33143413'), ('Chemistry', 0, '0.2196092'), ('Thermodynamics', 1, '0.21550968'), ('Chromatography', 1, '0.09390089'), ('Organic chemistry', 1, '0.065422565'), ('Mechanical engineering', 1, '0.051884085'), ('Physics', 0, '0.0'), ('Engineering', 0, '0.0')]",S26125866,"Ce,MnO3+,N2,O,Tb,Y,Y1","['air enrichment', 'average structure', 'cerium substituted y1xmno3+', 'combined temperature oxygen partial pressure swing', 'combined temperature swing pressure swing', 'hexagonal y1xrmno3+', 'highly oxygen loaded hex3 phase', 'local structure', 'manganese oxide', 'oxygen partial pressure', 'oxygen storage capacity', 'oxygen storage material', 'oxygen storage related property', 'pressure swing', 'rare earth element oxide', 'tbe substituted y1xmno3+', 'temperature swing', 'temperature swing process', 'y1xrmno3+']"
W3087728481,https://doi.org/10.1007/s10853-020-05277-z,Synthesis of carbon-supported bimetallic palladium–iridium catalysts by microemulsion: characterization and electrocatalytic properties,2021-01-01,"Synthesis of carbon-supported bimetallic palladiumiridium catalysts by microemulsion: characterization and electrocatalytic properties. Carbon Vulcan XC-72-supported bimetallic PdIr catalysts with different Pd/Ir proportions 550 mol% Ir, 2 wt% Pd were prepared by water-in-oil microemulsion method w/o using solutions of low 0.02 M, L series and high concentration 0.2 M, H series of the metals precursors PdCl2 and IrCl3 . The bimetallic particles were examined in terms of nanoscale phase properties extent of PdIr alloying, phase separation, surface composition Pd and Ir fractions and electrocatalytic performance for the formic acid oxidation reaction. Structural characterization was performed using XRD, SEM and HRTEM techniques. Electrochemical characterization allowed estimating the PdH formation ability and the surface composition of PdIr particles what was confirmed by XPS data. The PdIr nanoparticles of similar average size ca. 4 nm, close to that of Ir3.8 nm and below that of Pd6.2 nm were formed regardless of the Pd/Ir proportion and the concentration of the metals precursors in the w/o. In contrast to the largely alloyed PdIr nanoparticles with the Pd-rich surface formed at low concentration of the metals precursors 0.02 M, the particles of almost closed surface and bulk Pd/Ir ratios composed mostly of randomly distributed single-phase domains were formed at high concentration 0.2 M. At the lowest bulk Ir content, 5 mol%, the particles have Ir-rich surface regardless of the preparation method. The catalytic studies involving formic acid electrooxidation reaction showed the activity enhancement for the L series catalysts with respect to monometallic Pd/C twofold TOF increase and H series counterparts. The Pd85Ir15 /C catalyst of the PdIr alloyed and the surface composition expressed by the Pd/Ir atomic ratio near to 6 displayed the highest activity which was 2.9-times higher relative to that of Pd. Graphic","[('Bimetallic strip', 3, '0.94399893'), ('Catalysis', 2, '0.7720054'), ('Palladium', 3, '0.7222143'), ('Iridium', 3, '0.7203681'), ('Materials science', 0, '0.717691'), ('Microemulsion', 3, '0.66925824'), ('Formic acid', 2, '0.65223277'), ('High-resolution transmission electron microscopy', 3, '0.5555473'), ('Nanoparticle', 2, '0.5502411'), ('X-ray photoelectron spectroscopy', 2, '0.5494697'), ('Electrochemistry', 3, '0.44965366'), ('Inorganic chemistry', 1, '0.43451566'), ('Carbon fibers', 3, '0.4311809'), ('Nuclear chemistry', 1, '0.37013713'), ('Chemical engineering', 1, '0.29074425'), ('Physical chemistry', 1, '0.20566392'), ('Metal', 2, '0.18558413'), ('Nanotechnology', 1, '0.15269181'), ('Chemistry', 0, '0.13663864'), ('Transmission electron microscopy', 2, '0.1342248'), ('Electrode', 2, '0.1030789'), ('Metallurgy', 1, '0.091617465'), ('Organic chemistry', 1, '0.084121525'), ('Composite number', 2, '0.06573489'), ('Pulmonary surfactant', 2, '0.0'), ('Composite material', 1, '0.0'), ('Engineering', 0, '0.0')]",S26125866,"H,Ir,Ir3.8,IrCl3,Pd,Pd6.2,Pd85Ir15,PdCl2,PdH,PdIr","['average particle size', 'bimetallic palladium iridium catalyst', 'carbon supported bimetallic palladium iridium catalyst', 'carbon supported catalyst', 'electrocatalytic property', 'electrochemical characterization', 'formic acid oxidation reaction', 'high concentration metals precursor', 'high resolution transmission electron microscopy', 'iron nanoparticle', 'low concentration metals precursor', 'metal precursor', 'microemulsion', 'palladium iridium catalyst', 'palladium nanoparticle', 'particle formation', 'pdh formation ability', 'scanning electron microscopy', 'surface composition', 'x ray diffraction', 'x ray photoelectron spectroscopy', 'xps']"
W3093225138,https://doi.org/10.1007/s10853-020-05397-6,Electrochemical cell design and impedance spectroscopy of cement hydration,2021-01-01,"Electrochemical cell design and impedance spectroscopy of cement hydration. Understanding the complexity of the chemical and microstructural evolution of cement during hydration remains a controversial subject, and although numerous techniques have been used to assess this process, further insight is still needed. Alternating current impedance spectroscopy has been demonstrated to be a sensitive and powerful technique for cement characterisation in both fresh and hardened states; however, it has also shown certain experimental limitations e.g. data interpretation, electrode, and parasitic effects that prevent its wider acceptance. This study assesses electrochemical cell design and the impedance response during cement hydration. The results show that a significant decrease in the parasitic effects at high frequencies caused mainly by leads and electrode effects can be achieved through an optimal cell design and impedance measurements correction, enabling correlation of impedance measurements to particular aspects of the cement hydration process. However, due the limited solid phase microstructural development and the high conductivity of cement paste at low degrees of hydration, the parasitic effects could not be fully eliminated for fresh or early-age cement pastes.","[('Cement', 2, '0.8452498'), ('Dielectric spectroscopy', 4, '0.81914926'), ('Materials science', 0, '0.8188107'), ('Electrical impedance', 2, '0.727282'), ('Electrode', 2, '0.62082344'), ('Solid mechanics', 2, '0.55177444'), ('Composite material', 1, '0.5363326'), ('Electrochemical cell', 4, '0.5152941'), ('Conductivity', 2, '0.4841936'), ('Electrochemistry', 3, '0.48406807'), ('Electrical resistivity and conductivity', 2, '0.46634644'), ('Electrical engineering', 1, '0.0921126'), ('Chemistry', 0, '0.084515154'), ('Physical chemistry', 1, '0.0'), ('Engineering', 0, '0.0')]",S26125866,,"['cement characterisation', 'cement hydration', 'cement paste', 'chemical evolution', 'conductivity', 'correlation', 'electrochemical cell design', 'electrode effect', 'high frequency', 'impedance measurement', 'impedance response', 'low degree of hydration', 'microstructural evolution', 'parasitic effect', 'solid phase microstructural development']"
W3101308669,https://doi.org/10.1007/s10853-020-05082-8,"Nonsymmorphic nodal-line metals in the two-dimensional rare earth monochalcogenides MX (M = Sc, Y; X = S, Se, Te)",2020-10-01,"Nonsymmorphic nodal-line metals in the two-dimensional rare earth monochalcogenides MX M = Sc, Y; X = S, Se, Te. We predict a new family of two-dimensional 2D rare earth monochalcogenide materials MX M = Sc, Y; X = S, Se, Te. Based on first-principles calculations, we confirm their stability and systematically investigate their mechanical properties. We find that these materials are metallic and interestingly, they possess nodal lines in the low-energy band structure surrounding the whole Brillouin zone, protected by nonsymmorphic crystal symmetries in the absence of spin-orbit coupling SOC. SOC opens small energy gaps at the nodal line, except for two high-symmetry points, at which fourfold degenerate 2D spin-orbit Dirac points are obtained. We show that these topological band features are robust under uniaxial and biaxial strains, but can be lifted by the shear strain. We also investigate the optical conductivities of these materials, and show that the transformation of the band structure under strain can be inferred from the optical absorption spectrum. Our work reveals a new family of 2D topological metal materials with interesting mechanical and electronic properties, which will facilitate the study of nonsymmorphic symmetry enabled nodal features in 2D.","[('Brillouin zone', 2, '0.7510419'), ('Materials science', 0, '0.6397066'), ('Condensed matter physics', 1, '0.6097692'), ('Degenerate energy levels', 2, '0.54981977'), ('Electronic band structure', 2, '0.54399955'), ('Dirac (video compression format)', 3, '0.52498686'), ('Band gap', 2, '0.49294496'), ('Coupling (piping)', 2, '0.48746657'), ('Symmetry (geometry)', 2, '0.47963196'), ('Metal', 2, '0.45904678'), ('Homogeneous space', 2, '0.4587105'), ('Line (geometry)', 2, '0.4367593'), ('Crystallography', 1, '0.32255474'), ('Physics', 0, '0.27567497'), ('Geometry', 1, '0.15746114'), ('Quantum mechanics', 1, '0.12136158'), ('Chemistry', 0, '0.09008634'), ('Mathematics', 0, '0.0'), ('Neutrino', 2, '0.0'), ('Metallurgy', 1, '0.0')]",S26125866,"S,SOC,Sc,Se,Te","['2d rare earth monochalcogenide material', 'band structure', 'biaxial strain', 'brillouin zone', 'crystal symmetry', 'dirac point', 'electronic property', 'first principle calculation', 'mechanical property', 'nodal line', 'nodal line metal', 'nonsymmorphic crystal symmetry', 'nonsymmorphic nodal line metal', 'optical absorption spectrum', 'optical conductivity', 'rare earth monochalcogenide', 'shear strain', 'spin orbit coupling', 'strain', 'topological band feature', 'topological metal material', 'uniaxial strain']"
W3120563314,https://doi.org/10.1007/s10853-020-05612-4,"Study of the acoustic emission response to a core-shell rubber-toughened, high-temperature composite",2021-01-03,"Study of the acoustic emission response to a core-shell rubber-toughened, high-temperature composite. This work explores the effect of core-shell rubber CSR addition on the cure reaction and resulting mechanical and thermal properties of a highly cross-linked network made from 4,4- tetraglycidyl diamino diphenyl methane and 3,3-diamino diphenyl sulphone. Up to 20wt% of a CSR rubber, composed of a soft polybutadiene core and a hard poly methyl methacrylate PMMA shell was dispersed in the epoxy/amine and after cure was found to increase the glass transition temperature and thermal degradation temperatures modestly, while reducing the char yield. Flexural properties also reduced with CSR addition, although fracture toughness KIC was increased by 45% at 20wt% of CSR. Furthermore, the fracture strain energy release rate GIC of the corresponding carbon fibre composite at the same CSR concentration, increased by almost 115%. Acoustic emission spectroscopy is introduced as a tool for investigating crack propagation during mode I loading and identifying any differences in the failure mechanism between the unmodified and the 20wt% CSR-modified carbon fibre composites.","[('Materials science', 0, '0.8965041'), ('Acoustic emission', 2, '0.81204164'), ('Composite material', 1, '0.77274907'), ('Composite number', 2, '0.70402384'), ('Natural rubber', 2, '0.6873491'), ('Shell (structure)', 2, '0.5940111'), ('Solid mechanics', 2, '0.52973074'), ('Core (optical fiber)', 2, '0.5101457')]",S26125866,KIC,"['acoustic emission response', 'carbon fibre composite', 'char yield', 'core shell rubber', 'crack propagation', 'cross linked network', 'diamino diphenyl sulphone', 'epoxy amine', 'failure mechanism', 'flexural property', 'fracture strain energy release rate', 'fracture toughness', 'glass transition temperature', 'high temperature composite', 'mechanical property', 'poly methyl methacrylate shell', 'polybutadiene core', 'rubber toughened', 'tetraglycidyl diamino diphenyl methane', 'thermal degradation temperature', 'thermal property']"
W3123107768,https://doi.org/10.1007/s10853-020-05628-w,Thermoelastic properties and γ’-solvus temperatures of single-crystal Ni-base superalloys,2021-04-01,"Thermoelastic properties and -solvus temperatures of single-crystal Ni-base superalloys. The present work shows that thermal expansion experiments can be used to measure the -solvus temperatures of four Ni-base single-crystal superalloys SX, one with Re and three Re-free variants. In the case of CMSX-4, experimental results are in good agreement with numerical thermodynamic results obtained using ThermoCalc. For three experimental Re-free alloys, the experimental and calculated results are close. Transmission electron microscopy shows that the chemical compositions of the - and the -phases can be reasonably well predicted. We also use resonant ultrasound spectroscopy RUS to show how elastic coefficients depend on chemical composition and temperature. The results are discussed in the light of previous results reported in the literature. Areas in need of further work are highlighted. Graphical","[('Solvus', 4, '0.92122686'), ('Materials science', 0, '0.8095702'), ('Superalloy', 3, '0.7991498'), ('Thermoelastic damping', 3, '0.71679103'), ('Solid mechanics', 2, '0.6339201'), ('Thermodynamics', 1, '0.6192473'), ('Single crystal', 2, '0.5590526'), ('Work (physics)', 2, '0.5450996'), ('Transmission electron microscopy', 2, '0.42719626'), ('Thermal', 2, '0.3523417'), ('Crystallography', 1, '0.22018239'), ('Metallurgy', 1, '0.20901951'), ('Composite material', 1, '0.18097395'), ('Microstructure', 2, '0.15229872'), ('Chemistry', 0, '0.07263979'), ('Physics', 0, '0.0'), ('Nanotechnology', 1, '0.0')]",S26125866,"Ni,Re","['chemical composition', 'elastic coefficient', 'electron microscopy', 'nickel base superalloy', 'numerical thermodynamic result', 'resonant ultrasound', 'resonant ultrasound spectroscopy', 'single crystal nickel base superalloy', 'solvus temperature', 'spectroscopy', 'thermal expansion', 'thermal expansion experiment', 'thermocalc', 'thermoelastic property', 'transmission electron microscopy', 'ultrasound spectroscopy']"
W3131125107,https://doi.org/10.1007/s10853-021-05827-z,Determining elastic anisotropy of textured polycrystals using resonant ultrasound spectroscopy,2021-06-01,"Determining elastic anisotropy of textured polycrystals using resonant ultrasound spectroscopy. Polycrystalline materials can have complex anisotropic properties depending on their crystallographic texture and crystal structure. In this study, we use resonant ultrasound spectroscopy RUS to nondestructively quantify the elastic anisotropy in extruded aluminum alloy 1100-O, an inherently low-anisotropy material. Further, we show that RUS can be used to indirectly provide a description of the materials texture, which in the present case is found to be transversely isotropic. By determining the entire elastic tensor, we can identify the level and orientation of the anisotropy originated during extrusion. The relative anisotropy of the compressive c 11 /c 33 and shear c 44 /c 66 elastic constants is 1.5% 0.5% and 5.7% 0.5%, respectively, where the elastic constants five independent elastic constants for transversely isotropic are those associated with the extrusion axis that defines the symmetry of the texture. These results indicate that the texture is expected to have transversely isotropic symmetry. This finding is confirmed by two additional approaches. First, we confirm elastic constants and the degree of elastic anisotropy by direct sound velocity measurements using ultrasonic pulse echo. Second, neutron diffraction ND data confirm the symmetry of the bulk texture consistent with extrusion-induced anisotropy, and polycrystal elasticity simulations using the elastic self-consistent model with input from ND textures and aluminum single-crystal elastic constants render similar levels of polycrystal elastic anisotropy to those measured by RUS. We demonstrate the ability of RUS to detect texture-induced anisotropy in inherently low-anisotropy materials. Therefore, as many other common materials have intrinsically higher elastic anisotropy, this technique should be applicable for similar levels of texture, providing an efficient general diagnostic and characterization tool.","[('Anisotropy', 2, '0.8751842'), ('Transverse isotropy', 3, '0.87483037'), ('Resonant ultrasound spectroscopy', 3, '0.81078255'), ('Materials science', 0, '0.76732516'), ('Texture (cosmology)', 3, '0.6058339'), ('Isotropy', 2, '0.56417936'), ('Condensed matter physics', 1, '0.522379'), ('Crystallite', 2, '0.4269069'), ('Nuclear magnetic resonance', 1, '0.35626292'), ('Elastic modulus', 2, '0.26856846'), ('Composite material', 1, '0.2628444'), ('Optics', 1, '0.24455711'), ('Physics', 0, '0.16471648'), ('Metallurgy', 1, '0.09692845'), ('Image (mathematics)', 2, '0.0'), ('Artificial intelligence', 1, '0.0'), ('Computer science', 0, '0.0')]",S26125866,O,"['bulk texture', 'elastic anisotropy', 'elastic self consistent model', 'neutron diffraction', 'polycrystal elastic constant', 'polycrystal elasticity simulation', 'pulse echo', 'resonant ultrasound spectroscopy', 'single crystal elastic constant', 'textured polycrystal', 'ultrasonic pulse echo']"
W3156175364,https://doi.org/10.1007/s10853-021-06094-8,Effect of carbon backbone on luminescence properties of Eu-organic hybrid thin films prepared by ALD/MLD,2021-08-01,"Effect of carbon backbone on luminescence properties of Eu-organic hybrid thin films prepared by ALD/MLD. Here we show that the backbone of the organic ligand has a profound impact on the luminescence characteristics of lanthanide-organic materials. We employ the emerging atomic/molecular layer deposition ALD/MLD technique to deposit europium-based thin films where the organic ligands vary in terms of the number of aromatic rings in their backbone benzene, naphthalene and anthracene. Enlarging the backbone shifts the excitation towards visible wavelengths, but it simultaneously decreases the emission intensity. Moreover, for the Eu-terephthalate films with the single benzene ring as the organic backbone, we investigate the effects of diluting the Eu3+ concentration with Y3+ to reveal that the emission intensity is optimized around 12% Eu3+ concentration. Interestingly, such a dependence of luminescence intensity on the concentration of emitting species suggests that our Eu,Y-organic thin films behave more like ionic phosphors than discrete metalligand molecules. Graphical","[('Luminescence', 2, '0.77489763'), ('Materials science', 0, '0.7399296'), ('Europium', 3, '0.6566752'), ('Benzene', 2, '0.5838982'), ('Thin film', 2, '0.55270004'), ('Electroluminescence', 3, '0.51521665'), ('Lanthanide', 3, '0.5053521'), ('Naphthalene', 2, '0.4780422'), ('OLED', 3, '0.467379'), ('Ligand (biochemistry)', 3, '0.46595675'), ('Anthracene', 2, '0.4544769'), ('Photochemistry', 1, '0.3625241'), ('Inorganic chemistry', 1, '0.32426006'), ('Layer (electronics)', 2, '0.31992573'), ('Ion', 2, '0.2905541'), ('Nanotechnology', 1, '0.2147646'), ('Chemistry', 0, '0.16401541'), ('Organic chemistry', 1, '0.1503638'), ('Optoelectronics', 1, '0.13990983'), ('Biochemistry', 1, '0.0'), ('Receptor', 2, '0.0')]",S26125866,"Eu,Eu3+,Y,Y3+","['ald', 'backbone', 'benzene ring', 'carbon backbone', 'concentration', 'european union', 'europium based thin film', 'europium organic hybrid thin film', 'europium organic material', 'excitation wavelength', 'ionic phosphor', 'lanthanide organic material', 'layer deposition', 'luminescence property', 'molecular layer deposition', 'naphthalene', 'organic backbone', 'organic ligand', 'terphthalate']"
W3162380541,https://doi.org/10.1007/s10853-021-06125-4,Novel synthesis and electrochemical investigations of ZnO/C composites for lithium-ion batteries,2021-08-01,"Novel synthesis and electrochemical investigations of ZnO/C composites for lithium-ion batteries. For the first time, ZnO/C composites were synthesized using zinc glycerolate as a precursor through one-step calcination under a nitrogen atmosphere. The effect of the heat treatment conditions on the structure, composition, morphology as well as on the electrochemical properties regarding application in lithium-ion batteries are investigated. The products obtained by calcination of the precursor in nitrogen at consist of zinc oxide nanoparticles and amorphous carbon that is in-situ generated from organic components of the glycerolate precursor. When used as anode material for lithium-ion batteries, the as-prepared ZnO/C composite synthesized at a calcination temperature of delivers initial discharge and charge capacities of 1061 and 671 mAh g 1 at a current rate of 100 mA g 1 and hence 1.5 times more than bare ZnO, which reaches only 749/439/ mAh g 1 . The native carbon improves the conductivity, allowing efficient electronic conductivity and Li-ion diffusion. By means of ex-situ XRD studies a two-step storage mechanism is proven.","[('Calcination', 3, '0.9388476'), ('Materials science', 0, '0.8733326'), ('Lithium (medication)', 2, '0.7082512'), ('Electrochemistry', 3, '0.6668401'), ('Anode', 3, '0.6546175'), ('Zinc', 2, '0.5558228'), ('Chemical engineering', 1, '0.5368612'), ('Amorphous solid', 2, '0.51149714'), ('Carbon fibers', 3, '0.50884914'), ('Conductivity', 2, '0.44130477'), ('Composite number', 2, '0.4256458'), ('Inorganic chemistry', 1, '0.37048495'), ('Composite material', 1, '0.3274253'), ('Electrode', 2, '0.20149189'), ('Metallurgy', 1, '0.12942433'), ('Catalysis', 2, '0.1007472'), ('Organic chemistry', 1, '0.089566976'), ('Medicine', 0, '0.0'), ('Chemistry', 0, '0.0'), ('Physical chemistry', 1, '0.0'), ('Engineering', 0, '0.0'), ('Endocrinology', 1, '0.0')]",S26125866,"Li,ZnO","['electrochemical investigation', 'electrochemical property', 'electronic conductivity', 'lithium ion battery', 'lithium ion diffusion', 'morphology', 'nitrogen atmosphere', 'one step calcination', 'structure composition', 'two step storage mechanism', 'xrd study', 'zno c', 'zno c composite']"
W3167781078,https://doi.org/10.1007/s10853-021-06237-x,Mechanisms of passivation and chloride-induced corrosion of mild steel in sulfide-containing alkaline solutions,2021-06-16,"Mechanisms of passivation and chloride-induced corrosion of mild steel in sulfide-containing alkaline solutions. The pore fluid within many concretes is highly alkaline and rich in reduced sulfur species, but the influence of such alkaline-sulfide solutions on the surface film formed on steel reinforcement is poorly understood. This study investigates the critical role of HS in defining mild steel passivation chemistry. The surface film formed on the steel in alkaline-sulfide solutions contains FeOH2 and FeS complexes, and the critical chloride concentration to induce corrosion increases at high sulfide concentration. However, this behavior is dependent on the duration of exposure of the steel to the electrolyte, and the nature of the sulfidic surface layer.","[('Passivation', 3, '0.93182325'), ('Sulfide', 2, '0.85024655'), ('Corrosion', 2, '0.76475406'), ('Chloride', 2, '0.67493653'), ('Materials science', 0, '0.656993'), ('Electrolyte', 3, '0.6113339'), ('Inorganic chemistry', 1, '0.5749787'), ('Sulfur', 2, '0.54459655'), ('Metallurgy', 1, '0.44575408'), ('Sodium sulfide', 2, '0.44558397'), ('Layer (electronics)', 2, '0.3071658'), ('Chemistry', 0, '0.21214148'), ('Composite material', 1, '0.12292251'), ('Physical chemistry', 1, '0.052810013'), ('Electrode', 2, '0.0')]",S26125866,"FeOH2,FeS,HS","['alkaline solution', 'chloride concentration', 'chloride induced corrosion', 'concrete pore fluid', 'corrosion', 'critical chloride concentration', 'electrolyte', 'feh2 complex', 'fehs complex', 'feoh2 complex', 'high alkaline solution', 'high sulfur species', 'mild steel', 'passivation', 'passivation mechanism', 'sulfide containing alkaline solution', 'sulfidic surface layer', 'surface film']"
W3182914059,https://doi.org/10.1007/s10853-021-06255-9,"Self-lubricating triboactive (Cr,Al)N+Mo:S coatings for fluid-free applications",2021-09-01,"Self-lubricating triboactive Cr,AlN+Mo:S coatings for fluid-free applications. Within this study, self-lubricating and triboactive Cr,AlN+Mo:S coatings were developed and investigated for the deposition on components in a low-temperature physical vapor deposition PVD hybrid process. Therefore, direct current magnetron sputtering dcMS and high power pulse magnetron sputtering HPPMS PVD were combined by using an industrial coating machine. Hereby, it was possible to deposit dense and smooth triboactive, self-lubricating nitride coatings with different chemical compositions and architectures on 16MnCr5E samples. Two coating architectures, a matrix monolayer and a graded coating structure, were developed to evaluate the effect on the tribological behavior. The morphology and coating thickness were analyzed by means of scanning electron microscopy SEM. Furthermore, the indentation hardness and modulus of indentation as well as the compound adhesion between substrate materials and coating were analyzed. Tribological analyses of Cr,AlN+Mo:S-coated and uncoated samples were conducted under fluid-free friction regime at room temperature T = 20 3 C, a velocity v = 0.1 m/s and a distance s = 1000 m by varying the Hertzian contact pressure from 400 MPa p H1300 MPa against steel counterparts,r6, in a pin-on-disk PoD tribometer. The graded coating architecture of Cr,AlN+Mo:S enabled a significant wear and friction reduction. Furthermore, Raman analyses prove the formation of solid lubrication tribofilm containing MoS2 , MoO3MoO2 and Mo x O y at the toplayer of a graded Cr,AlN+Mo:S coating, which are responsible for the improved tribological behavior.","[('Materials science', 0, '0.9212905'), ('Coating', 2, '0.73363376'), ('Scanning electron microscope', 2, '0.6661836'), ('Tribometer', 3, '0.6208073'), ('Composite material', 1, '0.61390746'), ('Tribology', 2, '0.6080726'), ('Sputter deposition', 4, '0.5913359'), ('Physical vapor deposition', 3, '0.5912949'), ('High-power impulse magnetron sputtering', 5, '0.54210633'), ('Lubrication', 2, '0.48790285'), ('Sputtering', 3, '0.35886657'), ('Metallurgy', 1, '0.33340192'), ('Thin film', 2, '0.29207724'), ('Nanotechnology', 1, '0.14976645')]",S26125866,"AlN,Cr,H1300,Mo,MoO3MoO2,MoS2,O","['coating machine', 'compound adhesion', 'fluid free application', 'fluid free friction regime', 'friction reduction', 'graded coating structure', 'hertzian contact pressure', 'indentation hardness', 'matrix monolayer', 'molybdenum o2', 'molybdenum s2', 'molybdenum x oxygen y', 'moo3', 'nitride coating', 'physical vapor deposition', 'pin on disk', 'pin on disk tribometer', 'raman analysis', 'self lubricating triboactive chromium aln+mo coating', 'solid lubrication tribofilm', 'tribofilm', 'wear reduction']"
