id,doi,display_name,publication_date,abstract,concepts,source_id,elements
W2535125477,https://doi.org/10.1051/matecconf/20168002015,Crystal plasticity extend FEM implementation of thermal-tensile aluminum alloy,2016-01-01,"Crystal plasticity extend FEM implementation of thermal-tensile aluminum alloy. Multi-level approach has been used to simulate the thermal deformation of aluminium alloy at different temperature and strain rate. The crystal plasticity model is extended in the finite element method and the thermal behaviour is integrated in the constitutive equations. Moreover, the damage evolution is also reflected in the simulation using continuum damage mechanics model. Thus, the void evolution and thermal effect could both be shown in the simulation. A new shear strain rate model is constructed with the thermal activated mechanism to describe the rate dependent behaviours during tensile test. The thermal parameters are determined in a fitting test of representative volume element to compare with the experimental data. The results prove that the mechanical tensile behaviour of 5052 aluminium alloy could be well described at different temperatures. The damage evolution process is expressed by the stress concentration and strain concentration in the finite element simulation, which are also confirmed by the experiments.","[('Materials science', 0, '0.76966673'), ('Plasticity', 2, '0.62089145'), ('Finite element method', 2, '0.61524636'), ('Tensile testing', 3, '0.56964296'), ('Constitutive equation', 3, '0.56861186'), ('Thermal', 2, '0.5593133'), ('Aluminium', 2, '0.55629975'), ('Strain rate', 2, '0.52914983'), ('Aluminium alloy', 3, '0.4924029'), ('Alloy', 2, '0.48898995'), ('Ultimate tensile strength', 2, '0.48820975'), ('Metallurgy', 1, '0.4519817'), ('Void (composites)', 2, '0.43666285'), ('Composite material', 1, '0.436383'), ('Crystal plasticity', 3, '0.41699463'), ('Mechanics', 1, '0.3383017'), ('Structural engineering', 1, '0.3340845'), ('Thermodynamics', 1, '0.22213277'), ('Engineering', 0, '0.10612202'), ('Physics', 0, '0.057804644')]",S4210175061,
W2019516510,https://doi.org/10.1088/0965-0393/18/3/034005,Nanotribology of water confined between hydrophilic alkylsilane self-assembled monolayers,2010-03-23,"Nanotribology of water confined between hydrophilic alkylsilane self-assembled monolayers. We report the results of large-scale molecular dynamics simulations of water confined between alkylsilane SiOH3CH210COOH self-assembled monolayerson an amorphous silica substrate. The structure and dynamics of the confined water are studied for applied pressures ranging from approximately 50 to 400 MPa. The viscosity and microscopic friction of the confined water are determined from steady-state shear simulations. We find that the viscosity of the water increases only slightly compared with bulk water under comparable pressures. There is no evidence of ice-like layers being formed near the COOH end groups of the The microscopic friction coefficients could only be calculated at high shear rates due to the low viscosity of the water and are found to decrease with increasing amounts of water, similar to experiment.","[('Materials science', 0, '0.7554499'), ('Nanotribology', 3, '0.7414105'), ('Monolayer', 2, '0.73647594'), ('Self-assembled monolayer', 3, '0.6402067'), ('Nanotechnology', 1, '0.41695035'), ('Atomic force microscopy', 2, '0.1503788')]",S117777245,"COOH,SiOH3CH210COOH"
W3204581894,https://doi.org/10.1155/2021/8665674,Finite Element Analysis of Temperature Distribution and Stress Behavior of Squeeze Pressure Composites,2021-09-27,"Finite Element Analysis of Temperature Distribution and Stress Behavior of Squeeze Pressure Composites. Aluminium-reinforced composites play a vital role in the engineering industry because of their better strength and stiffness. The properties are directly related to the solidification phenomenon of the cast alloy. The design engineer should understand the importance of the solidification behavior of base alloy and its reinforcement. Composites solidification study is rare, and the reviews are limited. The solidification process is analyzed using the finite element method FEM, and this would fetch a lot of information about the cooling rate of the composites and also helps to reduce the time in experimentation. This paper reports and plots the cooling curves of Al/SiCp composites using simulation software. Cylindrical-shaped composites were developed using the squeeze casting method, and the experimental cooling curves were plotted using a K-type thermocouple. Composites samples were prepared at the following squeeze pressures: 0, 30, 50, 70, 100, and 130 MPa; melt and die temperature was kept constant at 800 and, respectively. The experimental and FEA cooling curves were compared, and it was agreed that the increase in the squeeze pressure increases the cooling rate of the developed composite. Furthermore, the effect of temperature distribution from the inner region of the melt and die material which causes the radial and tangential stress of components has also been examined.","[('Materials science', 0, '0.92261827'), ('Composite material', 1, '0.7408183'), ('Thermocouple', 2, '0.6742482'), ('Finite element method', 2, '0.6628996'), ('Alloy', 2, '0.5967168'), ('Composite number', 2, '0.5445131'), ('Cooling curve', 2, '0.53354913'), ('Stiffness', 2, '0.518549'), ('Casting', 2, '0.5017252'), ('Aluminium', 2, '0.4741078'), ('Stress (linguistics)', 2, '0.42954156'), ('Reinforcement', 2, '0.41319758'), ('Metallurgy', 1, '0.15950575'), ('Structural engineering', 1, '0.1466716'), ('Linguistics', 1, '0.0'), ('Philosophy', 0, '0.0'), ('Engineering', 0, '0.0')]",S155241436,Al
W3111938857,https://doi.org/10.22349/1994-6716-2020-101-1-118-125,Wear behaviour of metals in dry sliding against molybdenum with current collection,2020-05-03,"Wear behaviour of metals in dry sliding against molybdenum with current collection. The possibility of high electrical conductivity of dry sliding electrical contact against molybdenum counterbody was studied. It was found that metals W and Cu were not able to form a sliding electrical contact with high wear resistance at current density higher 100 A/cm2 . The characteristics of the contacts of iron containing metals were slightly better than the contact characteristics of non-ferrous metals due to weaker adhesion. Using X-ray phase analysis, it was shown the absence of oxides in the sliding zone of non-ferrous metals. This led to their strong wear and contacts low electrical conductivity. In the contact zone of iron containing samples the formation of FeO was observed that made it possible to reduce wear. This means that high electrical conductivity is unattainable in sliding with current collection against molybdenum.","[('Molybdenum', 2, '0.858001'), ('Materials science', 0, '0.75841606'), ('Electrical resistivity and conductivity', 2, '0.7303578'), ('Ferrous', 2, '0.69515336'), ('Metallurgy', 1, '0.6617393'), ('Electrical contacts', 2, '0.65706325'), ('Contact resistance', 3, '0.59934384'), ('Metal', 2, '0.4881049'), ('Current (fluid)', 2, '0.47865546'), ('Conductivity', 2, '0.45495668'), ('Composite material', 1, '0.32815108'), ('Chemistry', 0, '0.14270443'), ('Geology', 0, '0.07016474'), ('Electrical engineering', 1, '0.0685921'), ('Oceanography', 1, '0.0'), ('Physical chemistry', 1, '0.0'), ('Layer (electronics)', 2, '0.0'), ('Engineering', 0, '0.0')]",S4210216307,"Cu,FeO,W"
W2554164140,https://doi.org/10.4028/www.scientific.net/msf.879.2072,Linear Friction Welding of IN718 to Ti6Al4V,2016-11-01,"Linear Friction Welding of IN718 to Ti6Al4V. Linear friction welding LFW, an emerging automated technology, has potential for solid-state joining of dissimilar materials bi-metals to enable tailoring of the mechanical performance, whilst limiting the assembly weight for increased fuel efficiency. However, bi-metallic welds are quite difficult to manufacture, especially when the material combinations can lead to the formation of intermetallic brittle phases at the interface, such as the case with assembly of Ti base alloys with Ni base superalloys. The intermetallic phase, once formed, lowers the performance of the as-manufactured properties and its growth during elevated temperature service can lead to unreliable performance. In this project, it was demonstrated that linear friction welding can be applied to join Ti-6%Al-4%V workhorse Ti alloy to INCONEL 718 workhorse Ni-base superalloy with minimized interaction at the interface. Of particular merit is that no intermediate layer between the Ti alloy and Ni-base superalloy was needed for bonding. Characterization of the bi-metallic weld included macro-and microstructural examination of the flash and interface regions and evaluation of the hardness.","[('Materials science', 0, '0.9210702'), ('Intermetallic', 3, '0.77078676'), ('Superalloy', 3, '0.74926674'), ('Welding', 2, '0.6787989'), ('Inconel', 3, '0.67642075'), ('Metallurgy', 1, '0.66014135'), ('Friction welding', 3, '0.64328116'), ('Brittleness', 2, '0.55688864'), ('Alloy', 2, '0.51591957'), ('Base metal', 3, '0.47722796'), ('Composite material', 1, '0.3234371')]",S87940674,"IN718,Ni,Ti,Ti6Al4V"
W2054254839,https://doi.org/10.4028/www.scientific.net/msf.727-728.398,Processing of Ti Scaffolds by Sintering with Different Spacers,2012-08-01,"Processing of TiScaffolds by Sintering with Different Spacers. Titanium is a material used in biomedicine for osseous implants due to their low density and biocompatibility. Its use in this field is limited by the lack of similarity of their stiffness with the stiffness of bones. In order to reduce this difference, powder metallurgy offers ways to develop porous materials with a reduced stiffness. The main objective of this work is to develop titanium scaffolds by space-holder technique, concretely with using two different spacers: Ammonium bicarbonate and sodium chloride. It has been studied the best way for remove spacer of green compacts, which have been sintered in high vacuum. Materials obtained by using of two spacers, have been analyzed in order to value different results in porosity, microstructural and mechanical properties. The stiffness of new materials was obtained by testing of three points in bending. This research shows that the manufacturing method of porous materials for bone replacement using space holder technique with ammonium bicarbonate or sodium chloride, allows obtained samples with slightly difference in physical, microstructural and mechanical properties.","[('Ammonium bicarbonate', 3, '0.8994544'), ('Materials science', 0, '0.89381397'), ('Porosity', 2, '0.6640186'), ('Stiffness', 2, '0.62205267'), ('Sintering', 2, '0.60130596'), ('Biocompatibility', 2, '0.5859702'), ('Powder metallurgy', 3, '0.55214214'), ('Titanium', 2, '0.5482966'), ('Composite material', 1, '0.49404147'), ('Metallurgy', 1, '0.30149758'), ('Raw material', 2, '0.059447706'), ('Chemistry', 0, '0.0'), ('Organic chemistry', 1, '0.0')]",S87940674,
W1995445622,https://doi.org/10.1016/s0927-0256(96)00096-1,Transverse plastic deformation of metal-matrix with randomly arranged continuous fibers,1997-03-01,"Transverse plastic deformation of metal-matrix with randomly arranged continuous fibers. Within the framework of continuum plasticity theory, a numerical analysis in this investigation is made of the role of microstructures of fibrous composites against transverse plastic flow by means of the finite element method FEM. In this way, the effective mechanical properties can be related quantitatively to the micro structures of composites reinforced by randomly arranged fibers. The effects of different cross-sectional geometry, such as the fiber shape circular, square and lozenge, size, and random fiber distribution on the transverse elastic and plastic deformation of the metal-matrix composites with specific randomly distributed, aligned continuous fibers, are examined. Numerical results show that the overall transverse plastic flow of the composites is rather sensitive to the fiber geometric parameters while the elastic properties exhibit a much lower sensitivity to the fiber distribution. The interference of fibers with flow paths is seen from stress contours analysis to play an important role in the transverse strengthening due to the constraint imposed by the reinforcements. The calculations of the alterations in matrix field quantities in response to controlled changes in the random fiber distribution give valuable insights into the effects of fiber clustering on the transverse tensile properties.","[('Materials science', 0, '0.79322624'), ('Composite material', 1, '0.7575142'), ('Transverse plane', 2, '0.7342161'), ('Finite element method', 2, '0.63975626'), ('Plasticity', 2, '0.63597965'), ('Fiber', 2, '0.56605697'), ('Deformation (meteorology)', 2, '0.5031807'), ('Ultimate tensile strength', 2, '0.4815367'), ('Structural engineering', 1, '0.17658284'), ('Engineering', 0, '0.0')]",S26018076,
W3137623081,https://doi.org/10.1088/1757-899x/1079/7/072018,Estimation of the Crack Faces Interaction When Ice Beams are Destroyed by a Transvers Vertical Load,2021-03-01,"Estimation of the Crack Faces Interaction When Ice Beams are Destroyed by a Transvers Vertical Load. In the paper the mechanism of the conservation of the ice cover bearing capacity under the influence of transverse loads if there are cracks in it was considered. Experimental and theoretical study of the main aspects of this mechanism was performed on the ice beams obtained by sawing two parallel wide slits in the ice cover. At its ends, the beam was one with the entire ice plate. The obtained diagrams of beam failure made it possible to interpret cracks as hinges connecting separate blocks of ice cover in the lines of their axes. The finite element method for the subsequent evaluation of the proposed method of accounting for interaction on the crack faces was used. The research results can be used in the mathematical model making of the ice deformation and ice failure taking into account cracking, as well as in the development of simulation mode of ice cover.","[('Geology', 0, '0.58542985'), ('Beam (structure)', 2, '0.56632304'), ('Deformation (meteorology)', 2, '0.5531048'), ('Structural engineering', 1, '0.5070052'), ('Cracking', 2, '0.5069204'), ('Transverse plane', 2, '0.49582037'), ('Hinge', 2, '0.495032'), ('Cover (algebra)', 2, '0.47437865'), ('Finite element method', 2, '0.43434742'), ('Plastic hinge', 3, '0.42362848'), ('Mechanics', 1, '0.33370525'), ('Materials science', 0, '0.3032651'), ('Engineering', 0, '0.22601962'), ('Physics', 0, '0.12769035'), ('Mechanical engineering', 1, '0.1223599'), ('Composite material', 1, '0.07792258'), ('Oceanography', 1, '0.0')]",S4306514344,
W2032436222,https://doi.org/10.4028/www.scientific.net/msf.575-578.1439,Research and Simulation of Influence of Different Pressing Velocity on Powder Metallurgic Products Properties,2008-04-01,"Research and Simulation of Influence of Different Pressing Velocity on Powder Metallurgic Products Properties. The warm compaction process is simulated by the finite element analysis software which is MSC/MARC. The thermal mechanically coupled analysis method is applied based on the updated Lagrangian Method to simulate powder warm compaction process under different frictional condition and different strain rate. The influence of different friction condition and strain rate is researched on the density and the mechanics behavior of powder green. The results indicate that for cylindrical powder metallurgic products, with the increasing of pressing velocity namely strain rate, work hardening of powder is gradually evident, and leads to larger distribution grads of density and equivalent stress of green. The improvement of friction condition is propitious to reduce the disadvantage of work hardening and improve the uniformity of distribution of density.","[('Materials science', 0, '0.86875665'), ('Pressing', 2, '0.7588771'), ('Compaction', 2, '0.7138307'), ('Work hardening', 3, '0.6241595'), ('Finite element method', 2, '0.57256806'), ('Composite material', 1, '0.5211832'), ('Work (physics)', 2, '0.5148129'), ('Strain hardening exponent', 2, '0.4793773'), ('Strain rate', 2, '0.47677973'), ('Thermal', 2, '0.4311367'), ('Hardening (computing)', 3, '0.42135465'), ('Mechanical engineering', 1, '0.19850534'), ('Structural engineering', 1, '0.19664669'), ('Microstructure', 2, '0.08563164'), ('Thermodynamics', 1, '0.0718146'), ('Physics', 0, '0.0'), ('Layer (electronics)', 2, '0.0'), ('Engineering', 0, '0.0')]",S87940674,
W2048821469,https://doi.org/10.1016/j.msea.2013.05.053,"Effects of inclusions, grain boundaries and grain orientations on the fatigue crack initiation and propagation behavior of 2524-T3 Al alloy",2013-09-15,"Effects of inclusions, grain boundaries and grain orientations on the fatigue crack initiation and propagation behavior of 2524-T3 Al alloy. Microstructural aspects have fundamental influences on the fatigue crack characteristics of materials. In this paper, effects of inclusions, grain boundariesand grain orientations on the fatigue crack initiation and propagation behavior in a 2524-T3 aluminum alloy have been investigated using in-situ scanning electron microscope SEM fatigue testing and electron back scattering diffraction EBSD. The results show that, potential fatigue cracks tend to nucleate along coarse and closely spaced inclusion particles or high-angle Coarse inclusion particles drastically accelerate local crack growth rates. A model of series crack growing stages is given based on the observation of initiation and growth of cracks at the inclusion region.serve to impede the crack tip from propagation and cause large angle crack deflections, which greatly affects local crack propagation behaviors. In addition, fatigue crack shows a strong tendency to propagate transgranularly grains with high Schmid factorsand avoid grains with low","[('Electron backscatter diffraction', 3, '0.8128454'), ('Materials science', 0, '0.78633666'), ('Grain boundary', 3, '0.68158334'), ('Crack closure', 3, '0.6793075'), ('Nucleation', 2, '0.61334693'), ('Fracture mechanics', 2, '0.54134136'), ('Scanning electron microscope', 2, '0.5219711'), ('Alloy', 2, '0.49937463'), ('Inclusion (mineral)', 2, '0.47025907'), ('Composite material', 1, '0.4478857'), ('Grain boundary strengthening', 4, '0.44577906'), ('Metallurgy', 1, '0.33167'), ('Microstructure', 2, '0.3158508'), ('Mineralogy', 1, '0.10829553'), ('Geology', 0, '0.10016903'), ('Chemistry', 0, '0.0'), ('Organic chemistry', 1, '0.0')]",S154732359,Al
W2129137566,https://doi.org/10.1007/s12034-014-0682-1,Study of rigidity of semiconducting vanadate glasses and its importance in use of coatings,2014-06-10,"Study of rigidity of semiconducting vanadate glasses and its importance in use of coatings. The elastic moduli of some multicomponent vanadate based glasses were analysed in terms of the bond compression model by some physical parameters such as, the density, average stretching force constant and average atomic ring size. These parameters were calculated for all the glass series and for all the glass composition to estimate the rigidity of these glasses. The results showed that the average force constant and the elastic moduli of these glasses are sensitive to the decrease in PbO content. This behaviour was attributed to the increase in the molar volume and the role of different modifiers. These parameters along with the coordination number of the glasses affect the glass transition temperature. The correlation between the elastic moduli and thermal properties of these samples showed that 025MoO30.25PbO05V2O5 glass is the most rigid and has an applicable glass transition temperature for coating.","[('Materials science', 0, '0.8742633'), ('Glass transition', 3, '0.7138658'), ('Rigidity (electromagnetism)', 2, '0.6992785'), ('Vanadate', 2, '0.62703454'), ('Elastic modulus', 2, '0.5931042'), ('Coordination number', 3, '0.55925786'), ('Molar volume', 2, '0.5127941'), ('Moduli', 2, '0.46269402'), ('Thermal expansion', 2, '0.45889118'), ('Composite material', 1, '0.4355763'), ('Thermodynamics', 1, '0.3796744'), ('Metallurgy', 1, '0.141772'), ('Ion', 2, '0.104983956'), ('Organic chemistry', 1, '0.06804234'), ('Chemistry', 0, '0.0'), ('Physics', 0, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Polymer', 2, '0.0')]",S99612230,"MoO30.25PbO05V2O5,PbO"
W2325249988,https://doi.org/10.2472/jsms.23.128,Elastic Constants and Vickers Hardness of Lead Borate Glasses,1974-01-01,"Elastic Constants and Vickers Hardness of Lead Borate Glasses. The elastic constants and Vickers hardness of B2O3PbO glasses have been determined. The data obtained for Vickers hardness, isotropic wave velocities, bulk modulus, shear modulus and Young's modulus are listed in Table I and II together with the density and molar volume. The variation of these data with composition of the glasses are shown in Fig. 13. It can be seen that both the elastic constants and Vickers hardness increase with increasing PbO content up to its maximum value at about 42 mole percent PbO and then decrease; that is, beyond this further addition of PbO produces a softer glass. The increase of the elastic constants and hardness in the composition range of approximately 2042 mole percent PbO is interpreted based on the evidences that the four-co-ordinated borons are present and the type of lead-oxygen association becomes more covalent bonding.","[('Vickers hardness test', 3, '0.7332618'), ('Boron', 2, '0.72947025'), ('Materials science', 0, '0.7157347'), ('Indentation hardness', 3, '0.54386187'), ('Composite material', 1, '0.50208354'), ('Lead (geology)', 2, '0.48417976'), ('Borate glass', 3, '0.4534072'), ('Metallurgy', 1, '0.44479084'), ('Chemistry', 0, '0.14188579'), ('Microstructure', 2, '0.119552284'), ('Organic chemistry', 1, '0.0'), ('Geomorphology', 1, '0.0'), ('Geology', 0, '0.0')]",S2764446333,"B2O3PbO,PbO"
W1970936339,https://doi.org/10.1088/1468-6996/12/6/064704,Tunable structural color in organisms and photonic materials for design of bioinspired materials,2011-12-28,"Tunable structural color in organisms and photonic materials for design of bioinspired materials. In this paper, the key topics of tunable structural color in biology and material science are overviewed. Color in biology is considered for selected groups of tropical fish, octopus, squid and beetle. It is caused by nanoplates in iridophores and varies with their spacing, tilting angle and refractive index. These examples may provide valuable hints for the bioinspired design of photonic materials. 1D multilayer films and 3D colloidal crystals with tunable structural color are overviewed from the viewpoint of advanced materials. The tunability of structural color by swelling and strain is demonstrated on an example of opal composites.","[('Structural coloration', 3, '0.95451546'), ('Materials science', 0, '0.67572653'), ('Iridescence', 2, '0.59156656'), ('Squid', 2, '0.5800717'), ('Photonics', 2, '0.518889'), ('Biomimetic materials', 2, '0.51671076'), ('Nanotechnology', 1, '0.49347174'), ('Design elements and principles', 2, '0.4464721'), ('Refractive index', 2, '0.43722573'), ('Structural material', 2, '0.43247205'), ('Biomimetics', 2, '0.43102887'), ('Optical materials', 2, '0.41910827'), ('Optoelectronics', 1, '0.40882707'), ('Photonic crystal', 2, '0.3930328'), ('Optics', 1, '0.28571323'), ('Composite material', 1, '0.26564583'), ('Computer science', 0, '0.13571447'), ('Biology', 0, '0.08491889'), ('Physics', 0, '0.07051605'), ('Ecology', 1, '0.0'), ('Software engineering', 1, '0.0')]",S154646843,
W2070179747,https://doi.org/10.1016/s0921-5093(01)01701-4,Characterisation of the palladium-modified thermal oxidation-treated titanium,2002-03-31,"Characterisation of the palladium-modified thermal oxidation-treated titanium. A novel and cost-effective surface modification technique, namely palladium-modified thermal oxidation PTO, has recently been developed, which can dramatically enhance corrosion and wear resistance of titanium. The present paper reports characterisation of the surface engineered thermal oxidation and palladium-modified thermal oxidation titanium, using X-ray diffraction XRD, glow discharge spectrometry GDS, scanning electron microscopy SEM, transmission electron microscopy TEM, X-ray photoelectron spectroscopy XPS and secondary ion mass spectroscopy SIMS. The surface case of the oxidised materials comprises a surface rutile TiO2 layer and an underlying diffusion zone TiO solid solution. It has been found that the palladium treatment can decrease the grain size of the surface oxide, improve the oxide layer adherence, and delay the stratification and spallation of the surface oxide.","[('X-ray photoelectron spectroscopy', 2, '0.84097224'), ('Palladium', 3, '0.7706032'), ('Materials science', 0, '0.7130317'), ('Rutile', 2, '0.68738246'), ('Titanium', 2, '0.63417435'), ('Scanning electron microscope', 2, '0.60452133'), ('Thermal oxidation', 3, '0.585534'), ('Oxide', 2, '0.5563805'), ('Transmission electron microscopy', 2, '0.5487193'), ('Secondary ion mass spectrometry', 3, '0.507286'), ('Surface layer', 3, '0.4768121'), ('Surface modification', 2, '0.47133565'), ('Chemical engineering', 1, '0.45082733'), ('Corrosion', 2, '0.43054175'), ('Spallation', 3, '0.42351997'), ('Layer (electronics)', 2, '0.41593432'), ('Analytical Chemistry (journal)', 2, '0.37553042'), ('Metallurgy', 1, '0.31707534'), ('Mass spectrometry', 2, '0.21508574'), ('Chemistry', 0, '0.1947616'), ('Composite material', 1, '0.17470849'), ('Nanotechnology', 1, '0.16151813'), ('Catalysis', 2, '0.06572449'), ('Biochemistry', 1, '0.0'), ('Physics', 0, '0.0'), ('Chromatography', 1, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Neutron', 2, '0.0'), ('Engineering', 0, '0.0')]",S154732359,"TiO,TiO2"
W2766408062,https://doi.org/10.1155/2017/7409873,Mechanical Properties of High-Nb X80 Steel Weld Pipes for the Second West-to-East Gas Transmission Pipeline Project,2017-11-02,"Mechanical Properties of High-Nb X80 Steel Weld Pipes for the Second West-to-East Gas Transmission Pipeline Project. The mechanical properties of steel pipe have great effects on the integrality and operation safety of gas transmission pipeline. In order to reduce the cost of the steel pipe, the high-Nb X80 pipeline steels with the different alloying systems have been used in the Second West-to-East Gas Transmission Pipeline Project. Nevertheless, an investigation into the effects of chemical composition on the mechanical properties of steel pipes is lacking. In this work, the chemical composition and mechanical properties of high-Nb X80 grade steel pipes with a diameter of 1,219 mm and a wall thickness of 22 mm, which are coiled by steels manufactured by three mills, have been analyzed. Furthermore, the effects of chemical composition of the steels on the mechanical properties of the pipe body and weld joint were discussed.","[('Welding', 2, '0.76131797'), ('Pipeline (software)', 2, '0.74028'), ('Metallurgy', 1, '0.6566032'), ('Materials science', 0, '0.6210919'), ('Pipeline transport', 2, '0.61361265'), ('Gas pipeline', 2, '0.5767915'), ('Chemical composition', 2, '0.50229716'), ('Work (physics)', 2, '0.47887796'), ('Transmission (telecommunications)', 2, '0.42345732'), ('Joint (building)', 2, '0.41240722'), ('Structural engineering', 1, '0.26216555'), ('Mechanical engineering', 1, '0.20775637'), ('Engineering', 0, '0.19064587'), ('Chemistry', 0, '0.060269505'), ('Electrical engineering', 1, '0.0'), ('Organic chemistry', 1, '0.0')]",S155241436,Nb
W2128068206,https://doi.org/10.4028/www.scientific.net/msf.325-326.149,Plastic Forming of Silicon Nitride Powders via Colloidal Processing,2000-01-01,"Plastic Forming of Silicon Nitride Powders via Colloidal Processing. Colloidal powder processing improved the reliability and strength of structural ceramics by reducing the size of strength degrading heterogeneities which is accomplished by filtering the powder prior to consolidation as demonstrated with silicon nitride ceramics. Ceramic colloidal powder processing attempts to develop the science of how advanced ceramic powders can be formed similar to traditional clay based ceramics. A shortrange repulsive potential is developed to produce plastic bodies. Knowing how to develop these potentials and maintain them during particle packing has lead to the production of saturated powder compacts that enable the forming of complex, engineering shapes by plastic deformation.","[('Materials science', 0, '0.9162225'), ('Ceramic', 2, '0.8619232'), ('Silicon nitride', 3, '0.69044125'), ('Consolidation (business)', 2, '0.58837646'), ('Metallurgy', 1, '0.4545029'), ('Composite material', 1, '0.45094278'), ('Nitride', 3, '0.4447035'), ('Colloid', 2, '0.4220298'), ('Toughening', 3, '0.4185869'), ('Particle (ecology)', 2, '0.41325283'), ('Silicon', 2, '0.40633643'), ('Chemical engineering', 1, '0.17533028'), ('Toughness', 2, '0.0'), ('Oceanography', 1, '0.0'), ('Business', 0, '0.0'), ('Accounting', 1, '0.0'), ('Layer (electronics)', 2, '0.0'), ('Engineering', 0, '0.0'), ('Geology', 0, '0.0')]",S87940674,
W2997550559,https://doi.org/10.1088/1757-899x/709/2/022041,Simulation and optimization of vacuum assisted resin infusion process for large-sized structures made of carbon fiber-reinforced plastics,2020-01-01,"Simulation and optimization of vacuum assisted resin infusion process for large-sized structures made of carbon fiber-reinforced plastics. Vacuum assisted resin infusion VARI is a process applied to manufacture large structures of composite materials, such as aircraft wing and fuselage skins, but the process parameters are designed by experience or lots of experiments. In this paper, the filling process of VARI for composite fuselage skin was analyzed based on simulation and optimized location of resin inlet ports. Firstly, we made 3D model of fuselage skin and simulated impregnation process. Secondly, we determined the location and quantity of resin inlet ports based on simulation results. The simulations showed that it is advisable to reduce the filing time not only by adding the resin inlet quantity, but also choosing optimal locations.","[('Fuselage', 2, '0.9630312'), ('Materials science', 0, '0.75637674'), ('Inlet', 2, '0.71246237'), ('Composite number', 2, '0.6975777'), ('Process (computing)', 2, '0.6771234'), ('Composite material', 1, '0.61383665'), ('Fiber', 2, '0.49880934'), ('Epoxy', 2, '0.47290504'), ('Mechanical engineering', 1, '0.39546588'), ('Structural engineering', 1, '0.32205108'), ('Computer science', 0, '0.26298693'), ('Engineering', 0, '0.19328904'), ('Operating system', 1, '0.0')]",S4306514344,
W3092955006,https://doi.org/10.1051/matecconf/202032112016,Evolution of microstructure and mechanical properties of Ti-based metal-matrix composites during hot deformation,2020-01-01,"Evolution of microstructure and mechanical properties of Ti-based metal-matrix composites during hot deformation. Two Ti-based composites, viz. Ti/TiB and Ti-15Mo/TiB were produced by spark plasma sintering using a Ti-10wt.%TiB 2 powder mixture at or Ti-14.25wt.%Mo-5wt.%TiB2 powder mixture at, respectively. Specimens of the metal-matrix compositeswere subjected to uniaxial compression in the temperature range from 500 to 1050 to determine processing window. Processing maps for bothwere constructed and analyzed. Mechanical behavior and microstructure evolution of bothduring multiaxial forging MAF at and at a strain rate 10 -3 s -1 were studied. The flow stress for the Ti-15Mo/TiB MMC during MAF was 2 times higher than that for the Ti/TiB composite. Microstructure evolution during MAF of Ti/TiB MMC was associated with continuous dynamic recrystallization of the titanium matrix and shortening of TiB whiskers by a factor of ~3. The Ti-15Mo/TiB composite microstructure after did not demonstrate the development of recrystallization.","[('Materials science', 0, '0.9338334'), ('Microstructure', 2, '0.8878983'), ('Whiskers', 2, '0.7215769'), ('Spark plasma sintering', 3, '0.71123606'), ('Composite material', 1, '0.71054137'), ('Dynamic recrystallization', 4, '0.6768513'), ('Composite number', 2, '0.65115124'), ('Recrystallization (geology)', 2, '0.50012064'), ('Metal matrix composite', 3, '0.4737459'), ('Strain rate', 2, '0.47186133'), ('Flow stress', 3, '0.46899676'), ('Titanium', 2, '0.44177485'), ('Metallurgy', 1, '0.3258844'), ('Hot working', 3, '0.27735543'), ('Paleontology', 1, '0.0'), ('Biology', 0, '0.0')]",S4210175061,"Mo,Ti,TiB"
W2740071098,https://doi.org/10.12783/dtmse/ammme2016/6909,Temperature-sensitive Glass Containing Non-polymeric N-isopropylacrylamide Aqueous Solutions,2017-03-31,"Temperature-sensitive Glass Containing Non-polymeric N-isopropylacrylamide Aqueous Solutions. This paper reported a new kind of temperature-sensitive glass containing non-polymeric N-isopropylacrylamide NIPAM aqueous solutions, determined by transmittance spectrum and Fourier transform infrared FT-IR spectroscopy. It was found that the NIPAM monomer aqueous solutions showed thermal properties as well as poly N-isopropylacrylamide PNIPAM. The concentration of NIPAM monomer aqueous solutions is a key factor. Critical temperature of light transmission ranges from about to under atmospheric pressure, which make it simple for different applications. The critical temperature CT of light transmission decreases, while the concentration increasing. The double-layer hollow quartz glass filled with non-polymeric NIPAM aqueous solutions is a recyclable and green material, and will be beneficial for various applications.","[('Aqueous solution', 2, '0.8307477'), ('Poly(N-isopropylacrylamide)', 4, '0.73801994'), ('Materials science', 0, '0.7079372'), ('Monomer', 3, '0.7028608'), ('Transmittance', 2, '0.6513845'), ('Lower critical solution temperature', 4, '0.5968242'), ('Fourier transform infrared spectroscopy', 2, '0.543559'), ('Chemical engineering', 1, '0.5369174'), ('Polymer', 2, '0.47423455'), ('Polymer chemistry', 1, '0.4024756'), ('Composite material', 1, '0.19395301'), ('Chemistry', 0, '0.18958452'), ('Copolymer', 3, '0.16531095'), ('Organic chemistry', 1, '0.097694635'), ('Optoelectronics', 1, '0.0'), ('Engineering', 0, '0.0')]",S2764852145,N
