id,generated
W2054881844,"['textural property', 'tiO2-al2O3 mixed oxide', 'organic glycol-type polymer', 'polymer', 'textural property modification', 'pore-regulating agent', 'molecular mass', 'pore structure', 'statistical model', 'surface area', 'cumulative pore volume', 'mean pore diameter', 'polymer molecular weight', 'surface area reduction', 'cumulative pore volume reduction', 'mean pore diameter increase']"
W3080456339,"['electron tomography', 'imaging method', 'material deformation dynamic', 'transmission electron microscopy', 'microscopy', 'crystalline specimen', 'crystalline', 'specimen deformation', 'dislocation movement', 'transmission electron microscopy', 'tem', 'morphological change', 'in-situ electron tomography', 'in-situ', 'three-dimensional imaging', 'three-dimensional', 'imaging', 'dislocation dynamic', 'material deformation', 'electron tomography']"
W2018356596,"['small-angle scattering', 'scattering', 'condensed matter', 'inhomogeneity', 'particulate inhomogeneity', 'particulate microstructure', 'precipitation', 'second phase particle', 'phase separating alloy', 'phase separating', 'ni08al02 alloy system', 'phase separation', 'saxs data analysis', 'maximum entropy technique']"
W3159357308,"['rose petal topography', 'rose petal', 'polydimethylsiloxane substrate', 'corneal endothelial cell behavior', 'low proliferation capacity', 'corneal endothelial cell', 'in vitro cec growth', 'cec-specific phenotype', 'increased proliferation', 'microenvironment', 'hexagonal cell shape', 'cell density', 'young's modulus', 'collagen iv', 'hyaluronic acid', 'white rose petal patterning', 'petal patterning', 'collagen iv modification', 'hyaluronic acid modification', 'in vitro cell response', 'monolayer density', 'phenotypic marker expression', 'biomimetic cell substrate design', 'mechanical characteristic', 'topographical characteristic', 'biochemical characteristic', 'surface property', 'corneal endothelial cell microenvironment', 'microenvironment']"
W4286436482,"['multifunctional electromagnetic interference shielding polymer composite', 'electromagnetic interference shielding', 'shielding', 'attenuation mechanism', 'characterization method', 'emission shielding', 'multifunctional shielding polymer composite', 'polymer composite', 'shielding polymer composite', 'electronic device', 'wireless communication technology', 'electromagnetic pollution', 'electromagnetic radiation', 'shielding material', 'single-function shielding material', 'multi-function shielding material', 'dominating characterization technology', 'shielding property', 'scientific and technical issue', 'development challenge']"
W2068097903,"['local strain', 'local temperature', 'adiabatic shear band', 'shear band initiation', 'shear band formation', 'steel', 'cold-rolled steel', 'machining', 'tubes', 'dynamic deformation', 'torsional kolsky bar', 'kolsky bar', 'hopkinson bar', 'ultrahigh-speed photography', 'photography', 'grid pattern', 'strain', 'local strain rate', 'local temperature', 'infrared detector', 'detector']"
W2100392300,"['convection stream', 'macrosegregation couple phenomenon', 'dendritic solidification defect', 'casting process', 'equiaxed structure', 'aluminium cast ingot', 'laboratory work', 'metallographic examination', 'mathematical modelling', 'superheat', 'al-10%si alloy', 'grain size', 'macro-segregation distribution', 'solidification model', 'metallographic study', 'macro-micro-structural evolution', 'fluid flow', 'heat transfer', 'natural convection stream', 'thermal field', 'macro-segregation distribution', 'cooling curve', 'mushy permeability', 'convection stream', 'dendritic solid', 'mushy permeability', 'solidification defect']"
W2558001182,"['in situ modification', 'in situ', 'ex situ modification', 'ex situ', 'bacterial cellulose', 'cellulose', 'bacterial', 'tissue engineering', 'tissue', 'engineering', 'nanofiber network', 'cellulose nanofiber network', 'mechanical property', 'biocompatibility', 'porous structure', 'biomaterial scaffold', 'scaffold', 'in-situ modification', 'ex-situ modification', 'cell culture', 'microfiber', 'microfibers']"
W2921616013,"['pour point depressant', 'pour point depressant/viscosity reducer', 'crude oil production', 'crude oil', 'pipeline transportation', 'pipeline', 'long-distance pipeline transportation', 'pipeline transportation in china', 'oil-soluble viscosity reducer', 'water-soluble viscosity reducer', 'viscosity reducer', 'heavy oil formations drive', 'heavy oil', 'viscosity reducer']"
W2782369092,"['high temperature', 'properties of glass concrete', 'glass concrete', 'cement weight', 'glass fiber', 'compressive strength', 'bending strength', 'residual compressive strength', 'thermal conductivity', 'concrete', 'fiber addition level', 'fiber addition', 'compressive strength improvement', 'bending strength improvement', 'glass fiber addition level', 'glass fiber', 'bending strength reduction', 'thermal conductivity reduction']"
W1986180785,"['polymeric nanostructure', 'metallic nanostructure', 'template-based deposition method', 'deposition method', 'array of micro- and nanoscopic silver tube', 'array of micro- and nanoscopic gold tube', 'micro- and nanoscopic silver tube', 'micro- and nanoscopic gold tube', 'electroless deposition', 'metal deposition', 'polycarbonate particle track-etched membrane', 'particle track-etched membrane', 'micro- and nanoscopic silver tube array', 'micro- and nanoscopic gold tube array']"
W2029221166,"['lifetime', 'increase of particle size', 'catalyst increase', 'particle size', 'catalyst dissolution', 'oxidation', 'carbon catalyst support', 'catalyst deactivation', 'contaminant oxidation', 'membrane degradation', 'membrane humidification loss', 'membrane resistance increase', 'corrosion']"
W1964479561,"['hydrothermal preparation', 'nanocarbonated hydroxyapatite crystallites', 'nanocarbonated hydroxyapatite', 'hydroxyapatite', 'needle-like nanocarbonated hydroxyapatite powders', 'needle-like powders', 'nanocarbonated hydroxyapatite powders', 'hydroxyapatite powders', 'ca(no3)2', 'nh4(3po4)', 'urea', 'element analyse', 'x-ray diffraction', 'fourier transform infrared spectroscopy', 'transmission electron microscopy', 'thermogravimetry differential thermogravimetry', 'differential thermogravimetry', 'thermogravimetry', 'carbonate content', 'morphology', 'thermal stability', 'apatite structure', 'lattice parameter', 'unit cell volume', 'crystallisation degree', 'stability']"
W2026445840,"['infrared study', 'superconducting diamond', 'diamond', 'heavily doped boron', 'boron', 'diamond films', 'superconducting films', 'critical temperature', 'reflectivity', 'radiation sources', 'coherent synchrotron radiation', 'radiation', 'electron-phonon eli-ashberg spectral function', 'eli-ashberg', 'spectral function', 'optical superconducting gap']"
W2063178651,"['atomistic model', 'slip formation', 'two-dimensional triangular lattice', 'triangular lattice', 'particle', 'lennard-jones potential', 'uniaxial load', 'incremental elongation', 'elongation', 'slab', 'rectangular', 'static method', 'elastic behavior', 'plastic deformation', 'deformation', 'point defect', 'defect', 'vacancy', 'plastic deformation']"
W3019456745,"['creep behavior', 'deformation mechanism', 'deformation', 'high temperature', 'low stress condition', 'single crystal superalloy', 'superalloy', 'microstructure evolution', 'precipitate-dislocation interaction', 'dislocation', 'precipitate', 'interfacial dislocation network', 'density', 'interfacial dislocation network strengthening', 'recovery/softening process', 'rapt precipitate', 'recovery', 'softening', 'dislocation', 'rapt precipitate cutting', 'strengthening effect', 'climbing over rafted precipitate', 'degraded back stress', 'cutting through rafted precipitate', 'acceleration of creep', 'creep property', 'rapt precipitate effect', 'microstructure characteristic', 'physical property']"
W4206057596,"['stress state', 'coating', 'plasma spraying', 'coating obtained', 'high-temperature gas jet', 'gas jet', 'substrate', 'thermal treatment', 'thermal gas coating', 'thermal', 'wear', 'machine part', 'protection from corrosion', 'corrosion', 'thermal damage', 'material structure', 'composition', 'application method', 'application mode', 'wear-resistant composite coating', 'solid lubricant inclusion', 'lubricant inclusion', 'coating treatment', 'technological parameter']"
W2155948462,"['p-agcoo2 thin films', 'n-zno heterojunction diode', 'heterojunction diode', 'rf magnetron sputtering', 'magnetron sputtering', 'sintered agcoo2 target', 'x-ray diffraction', 'diffraction', 'amorphous films', 'pulsed laser deposition', 'pld', 'bulk powder synthesis', 'hydrothermal process', 'optical bandgap', 'transmission', 'seebeck coefficient', 'p-type conductivity', 'n-type conductivity', 'transparent p-n heterojunction', 'p-n heterojunction', 'glass substrate', 'itod', 'n-zno thin films', 'junction rectifying']"
W2363531732,"['paving bitumen layer', 'bitumen layer', 'cement road', 'rebuilding road', 'new design idea', 'new means', 'crack', 'bitumen layer', 'surface']"
W2091840032,"['stress induced martensitic transformation', 'martensitic transformation', 'stress-induced transformation', 'stress', 'fe nickel c alloy', 'alloy', 'texture generation', 'x-ray diffraction', 'diffraction', 'stress assistance', 'austenite', 'martensite variant formation', 'coupled growth martensite pair', 'coupled growth', 'strain energy']"
W2049487095,"['metallurgy', 'mechanical property', 'japanese sword', 'sword', 'finer grain size', 'lath martensite', 'microstructure', 'sharp edge', 'carbon content', 'lenticular martensite', 'micocracking', 'bending test', 'actual sword specimen', 'bending strength', 'crack propagation', 'microstructure distribution', 'grain size', 'cross section']"
W2525575275,"['nonlinear ionic transport', 'microstructured solid electrolyte', 'solid electrolyte', 'poly-ethylene-oxide complex', 'lithium salt', 'lithium perchlorate', 'lithium iodide', 'hopping mechanism', 'electric eld', 'current density', 'electric eld intensity', 'electrochemical stability window', 'battery design', 'microstructural property', 'crystallinity', 'second-phase inclusion', 'multi-scale approach', 'convergence analysis', 'dissipation potential', 'non-linear conductor', 'linear-comparison homogenization technique', 'maxwell-garnett linear approximation', 'effective-medium linear approximation', 'power-law dissipation', 'dilute limit', 'localized eld']"
W3019920743,"['plant-mediated synthesis', 'plant-mediated synthesis', 'dual-functional eggshell/ag nanocomposite', 'dual-functional eggshell/ag nanocomposite', 'eggshell', 'ag nanocomposite', 'catalysis', 'antibacterial application', 'antibacterial application', 'catalysis', 'waste eggshell', 'cacumen platycladi extract', 'reducing agent', 'stabilizing agent', 'aqueous solution', 'biogenic-stabilized silver nanoparticle', 'biogenic-stabilized silver nanoparticle', 'silver nanoparticle', 'organics catalytic degradation', 'bacterial growth inhibition', 'bacterial growth inhibition', 'reduction efficiency', '4-nitrophenol', 'staphylococcus aureus', 'escherichia coli', 'minimum inhibition concentration', 'minimum bactericidal concentration', 'biogenic eggshell/ag nanocomposite', 'biogenic eggshell/ag nanocomposite', 'nanocomposite', 'catalysis', 'antibacterial application']"
W2018296663,"['magnetic property', 'transport property', 'graphene', 'titanium atom', 'titanium cluster', 'atomic structure', 'density functional theory', 'nonequilibrium greens function formalism', 'nonequilibrium', 'greens function formalism', 'graphene surface', 'binding energy', 'pristine graphene surface', 'structural vacancy', 'electronic property', 'spin polarized behavior', 'metal/graphene composite', 'metal cluster', 'absorbed graphene', 'nanoelectrode', 'magnetic sensor']"
W2905906149,"['advanced titanium aluminide', 'titanium aluminide', 'creep resistance', 'compositional optimization', 'microstructural optimization', 'light-weight high-temperature material', 'engineering light-weight high-temperature material', 'aircraft', 'automotive engine', 'ni-base superalloy', 'low-pressure turbine', 'turbine wheel', 'turbocharger system', 'car diesel engine', 'racing car', 'mechanical property', 'ductility', 'creep strength', 'hot-deformability', 'eco-friendly fuel-saving aero-engine', 'medium-range aircraft', 'aero-engine', 'failure strain', 'creep resistance improvement', 'microstructural parameter', 'phase fraction', 'spatial arrangement']"
W2001580316,"['glass forming ability', 'thermal parameter', 'bulk metallic glass', 'metallic glass', 'zr-based bulk metallic glass', 'bulk metallic glasses', 'thermal parameter', 'zr-based bulk metallic glass', 'crystallisation temperature', 'offset melting temperature', 'differential temperature analysis', 'dta', 'undercooled temperature', 'glass transition temperature', 'tg', 'crystallisation temperature', 'offset melting temperature', 'tg', 't-l', 'reduced glass transition temperature', 'glass transition temperature', 't-l']"
W3038759139,"['finely-dispersed particle', 'gas flow', 'centrifugal separator', 'coaxially arranged pipe', 'dedusting', 'gas flow dedusting', 'finely dispersed particle smaller than 10 m', '10 m', 'centrifugal force', 'swirling', 'gas flow swirling', 'simulation', 'ansys fluent software package', 'fluent software package', 'pressure loss', 'input gas rate', 'pressure loss in device']"
W2026213376,"['microstructure', 'magnetic property', 'anisotropic ndfeb magnet', 'spark plasma sintering technique', 'spark plasma sintering', 'hot pressing', 'hot deforming melt-spun ribbon', 'melt-spun ribbon', 'magnetic property', 'grains morphology', 'nd-rich intergranular phase distribution', 'intergranular phase distribution', 'coercive force', 'magnet', 'randomly oriented nd2fe14b grain', 'randomly oriented grain', 'coercive force reduction', 'hot deformation', 'platelet-shaped nd2fe14b grain', 'platelet-shaped grain', 'nd-rich phase redistribution', 'grain boundary', 'triple junction', 'remanence', 'coercive force', 'energy product']"
W2911564746,"['grain boundary engineering', 'stress corrosion cracking', '304 stainless steel', 'stainless steel', 'stress corrosion', 'grain boundary engineering', 'low strain tension', 'annealing', 'stress corrosion cracking resistance', 'electron backscattered diffraction', 'diffraction', 'grain boundary engineering', 'stress corrosion cracking', 'annealing']"
W2793824752,"['oxygen iron conductivity', 'conductivity', '8ysz electrolyte', 'electrolyte', 'socf', 'solid oxide fuel cell', 'fuel cell', 'yttria-stabilised zirconia', 'yszt', 'molecular dynamic', 'modelling approach', 'electrolyte', 'oxygen ion conductivity', 'doping proportion', 'working temperature', 'oxygen vacancy concentration', 'vacancy concentration', 'conductivity improvement', 'electrolyte performance']"
W3201004049,"['discontinuous dynamic recrystallization', 'dynamic recrystallization', 'second phase particle', 'magnesium alloy', 'phase field method', 'pf-ddrx-sp model', 'ddrx nucleation', 'particle nucleation', 'microstructure', 'stress response', 'pre-existing second phase particle', 'particle stimulated nucleation', 'pinning effect', 'grain boundary', 'pinning effect on grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'grain boundary migration', 'microstructure evolution', 'phase field model', 'discontinuous dynamic recrystallization process', 'ddrx', 'second phase particle order parameter', 'diffusion interface', 'grain boundary energy', 'second phase particle', 'dislocation density evolution', 'psn mechanism', 'sibm mechanism', 'initial topology', 'magnesium alloy', 'particle size', 'particle volume fraction', 'round particle', 'nucleation', 'grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'microstructure evolution', 'particle size', 'particle volume fraction', 'round particle', 'nucleation', 'grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'microstructure evolution', 'particle size', 'particle volume fraction', 'round particle', 'nucleation', 'grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'microstructure evolution', 'particle size', 'particle volume fraction', 'round particle', 'nucleation', 'grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'microstructure evolution', 'particle size', 'particle volume fraction', 'round particle', 'nucleation', 'grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'microstructure evolution', 'particle size', 'particle volume fraction', 'round particle', 'nucleation', 'grain boundary', 'pinning effect', 'strain-induced grain boundary migration', 'microstructure evolution', 'particle size', 'particle volume fraction', 'round particle', 'nucle"
W2080753171,"['interstitial carbon', 'carbon', 'plastic deformation', 'steel', 'pop-in behavior', 'nanoindentation', 'plastic deformation initiation', 'initiation', 'interstitial free steel', 'ultra low carbon steel', 'carbon content', 'critical load', 'loading rate', 'thermal activation process', 'friction stress', 'dislocation movement', 'dislocation source']"
W2070948759,"['superalloy', 'high-temperature alloy', 'non-gas-turbine application', 'gas-turbine application', 'hostile industrial environment', 'ferritic steel', 'hardened nickel-base material', 'oxide dispersion strengthened powder alloy', 'powder alloy', 'mechanical alloying', 'ma process', 'ma technique', 'commercial alloy', 'corrosion resistance', 'economic improvement', 'process improvement']"
W1964502401,"['mechanical property', 'microstructure', 'severe plastic deformation', 'plastic deformation', 'pure titanium powder', 'stearic acid', 'vibrational ball mill', 'microhardness measurement', 'x-ray diffraction', 'x-ray', 'spark plasma sintering', 'spark plasma', 'sintering', 'hardness measurement', 'optical microscopy', 'microscopy', 'vickers microhardness', 'solid-state reaction product', 'solid-state', 'pca', 'sintering condition', 'applied pressure', 'sintering temperature', 'sps material', 'near-full density', 'vickers hardness']"
W3131808748,"['cuo-co3o4-polymethyl methacrylate nanocomposite films', 'cuo', 'co3o4', 'polymethyl methacrylate', 'pmma', 'nanoparticle', 'sol-gel synthesis', 'x-ray diffraction', 'xrd', 'high-resolution transmission electron microscopy', 'hr-tem', 'monoclinic structure', 'amorphous nature', 'polymer chain', 'scanning electron microscope', 'sem', 'infrared spectroscopy', 'ir', 'optical bandgap', 'pure film', 'optical parameter', 'dielectric constant', 'dielectric loss', 'ac conductivity', 'argand plot', 'dielectric modulus']"
W2040115318,"['structure evolution', 'ultrasonic peening', 'corrosion behavior', 'aisi-321 stainless steel', 'nanocrystalline surface layer', 'severe plastic deformation', 'plastic deformation', 'microstructural evolution', 'x-ray diffraction', 'transmission electron microscopy', 'electron microscopy', 'volume fraction', 'strain-induced martensite', 'martensite formation', 'grain refinement', 'austenitic structure', 'nanocrystalline austenitic grain structure', 'grain size', 'strain extent', 'strain-induced martensitic transformation', 'martensite nanograins', 'microhardness behavior', 'corrosion performance', '3.5% nacl solution', 'sodium chloride solution', 'enhancement', 'grain refinement process', 'increase in volume fraction', 'strain-induced martensite volume fraction', 'martensite volume fraction']"
W1903839732,"['perovskite nano-ferroelectric', 'perovskite nano-ferroelectric', 'multiferroic', 'kinetically-limited system', 'lateral size', 'quantum critical point', 'ferroelectric', 'density functional theory', 'landau free energy', 'landau free energy', 'classical landau free energy', 'domain size', 'landau-kittel relationship', 'domain size']"
W2380790486,"['copolymer', 'pp-g-an', 'grafted copolymer', 'pp-g-an grafted copolymer', 'solution polymerization', 'high pressure', 'dcp initiator', 'dimethyl benzene', 'solvent', 'reaction time', 'reaction temperature', 'initiator concentration', 'monomer concentration', 'polymerization graft degree', 'ft-ir']"
W3038057804,"['b4c/al2o3', 'wear behavior', 'wear', 'response surface methodology', 'hybrid metal matrix composite', 'metal matrix composite', 'reinforced al2o3/b4c', 'reinforcement', 'liquid metallurgy route', 'wear testing apparatus', 'applied load', 'sliding distance', 'velocity', 'wear rate', 'regression equation', 'wear rate increase', 'wear rate decrease', 'wear rate', 'sliding distance increase', 'sliding velocity increase', 'sliding velocity', 'wear surface characterization', 'scanning electron microscope', 'sem']"
W2921330107,"['mechanical property', 'fracture', 'in-situ al3ti particulate reinforcement', 'al3ti particulate reinforcement', 'al3ti', 'a356 composites', 'microstructure', 'fracture', 'strontium sr addition', 't6 heat treatment', 'heat treatment', 'in-situ al3ti particulates', 'blocky morphology', 'energy dispersive x-ray spectroscopy', 'eds', 'solutionization', '4h', 'yield strength enhancement', 'elongation decrease', 'al3ti particle', 'eutectic si particle', 'microstructure-based representative volume element simulation', 'rve simulation', 'microscale damage evolution', 'damage evolution', 'fracture behavior', 'fractography']"
W2057105241,"['normally-off 1400v/30a 4hisc dacfet', '1400v/30a 4hisc dacfet', 'normally-off dacfet', 'dc-dc converter', 'dacfet', 'sic dacfet', 'drain-source avalanche breakdown voltage', 'avalanche breakdown voltage', 'gate bias', 'rond', 'sic dacfet normally-off characteristic', 'switched-mode power-conversion circuit', 'power-conversion circuit', 'switching', 'turn-off switching loss', 'turn-off', 'sic igbt', 'sic', 'switching loss']"
W2339187716,"['source-gating effect', 'hydrothermally grown zno nanowire', 'nanowire', 'source-gated field-effect transistor', 'field-effect transistor', 'source-gated transistor', 'n-type doping', 'thermal annealing', 'ambient air', 'single zno device', 'au source-drain contacts', 'drain current', 'voltage saturation', 'saturation', 'drain current voltage saturation', 'saturation change', 'gate voltage', 'current modulation', 'schottky barrier height', 'activation energy', 'barrier lowering', 'gate-induced image force', 'image force', 'barrier lowering', 'high internal electric field', 'source pinch-off', 'pinch-off', 'field effect transistor', 'source-gated transistor', 'n-type doping', 'thermal annealing', 'ambient air', 'single zno device', 'au source-drain contacts', 'drain current', 'voltage saturation', 'saturation', 'drain current voltage saturation', 'saturation change', 'gate voltage', 'current modulation', 'schottky barrier height', 'activation energy', 'barrier lowering', 'gate-induced image force', 'image force', 'barrier lowering', 'high internal electric field', 'source pinch-off', 'pinch-off', 'field effect transistor', 'source-gated transistor']"
W2001544080,"['densification model', 'densification', '316l stainless steel', 'stainless steel', 'filter', 'pore', 'pore size distribution', 'grain size', 'density', 'densification model', 'sintering condition', 'extrapolation']"
W2325204212,"['low cycle fatigue', 'fatigue life', 'ceramic-sprayed crmo steel', 'ceramic-sprayed steel', 'low cycle fatigue test', 'fatigue test', 'elevated temperature', 'fatigue property', 'crack initiation', 'crack initiation life', 'strain range', 'fatigue-fracture process', 'fatigue-fracture', 'coated steel', 'base metal', 'fatigue life']"
W2015429769,"['processing', 'characterization', 'epoxy resin', 'multi walled carbon nanotube', 'carbon nanotube', 'camphor', 'sonication', 'tension test', 'dynamic mechanical analysis', 'mechanical property', 'tensile strength', 'elastic modulus', 'dynamic mechanical property', 'storage modulus', 'loss modulus', 'tan']"
W3092283652,"['sintering temperature', 'photocatalytic activity', 'cadmium monoxide', 'cadmium titanate thin solid films', 'sol-gel technique', 'material science', 'semiconductor', 'process', 'plagiarism', 'article withdrawal', 'editor-in-chief', 'journal of advanced oxidation technologies', '10', '1', '2016', '8589', 'originality', 'publication', 'abuse of scientific publishing system', 'scientific publishing system', 'papers']"
W2349765506,"['carbon nano tube', 'carbon nano tube', 'oxygen electrode material', 'pemfc', 'fuel cell', 'electrocatalyst', 'proton exchange membrane fuel cell', 'fuel cell', 'carbon nano tube supporting', 'carbon nano tube', 'supporting material', 'surficial structure', 'pt/cnts', 'pt/c', 'porosity', 'pore size distribution', 'dispersion of active metal', 'catalyst preparation', 'hno3 treatment', 'mesoporous structure', 'pt metal granule', 'catalyst preparation', 'surface characteristic']"
W2052887316,"['fundamental factor', 'formation mechanism', 'dislocation arrangement', 'cyclic deformation', 'fcc single crystal', 'face-centered cubic', 'copper', 'nickel', 'silver', 'copper-aluminium', 'copper-zinc alloy', 'crystal deformation behavior', 'short-range order', 'friction stress', 'cross slip', 'pure metals', 'alloy', 'antiphase boundary energy', 'antiphase boundary', 'screw dislocation', 'regular dislocation arrangement', 'vein', 'persistent slip band', 'labyrinth pattern', 'cell pattern', 'planar slip', 'dipole array', 'stacking fault', 'fatigue damage', 'metallic material', 'fatigue damage', 'improved performance']"
W2356055775,"['fatigue property', 'electron beam welded joint', 'tc4 titanium alloy sheet', 'titanium alloy sheet', 'welded joint', 'v=150kv', 'v=90kv', 'v=600mm/min', 'v=200mm/min', 'i_f=366m', 'i_f=1654m', 'i_f=342m', 'i_b=69m', 'i_b=51.1m', 'i_b=29m', 'coarser acicular martensite', 'fatigue crack propagation resistance', 'base metal', 'fatigue crack expansion property', 'transgranular fracture', 'columnar grain', 'acicular martensite', 'transgranular fracture']"
W2032657909,"['thin slab direct rolling', 'microalloyed steel', 'microalloyed', 'steel', 'thin slab', 'direct rolling', 'thermomechanical treatment', 'metallurgical peculiarity', 'process optimization', 'homogeneous microstructure', 'strength', 'toughness', 'application']"
W2026883336,"['thermostimulated luminescence', 'thermoluminescence', 'luminescence', 'caSO4:dy', 'caSO4:tm', 'pre-irradiation annealing', 'high temperature annealing', 'dosimetric thermostimulated luminescence peak', 'dosimetric peak', 'and peak', 'sintering', 'photo-transfer studies', 'photo-transfer', 'electron release', 'hole release', 'low temperature tsl peaks', 'tsl peaks', 'photostimulation']"
W2811492523,"['energy efficiency', 'accumulation wall', 'accumulating solar wall', 'solar wall', 'transparent insulation', 'insulation', 'numerical model', 'simulation', 'climatic condition', 'irradiation', 'temperature distribution', 'energy balance', 'heating period']"
W2916199555,"['titanium dioxide', 'fluoride ion', 'doping', 'titanium dioxide form', 'anatase', 'rutile', 'photocatalytic material', 'ceramic', 'tribo-chemical property', 'self-cleaning coating', 'self-sterilizing coating', 'self-cleaning coating', 'self-sterilizing coating', 'doping agent', 'sol-gel method', 'hydrofluoric acid', 'thermodynamic data', 'x-ray diffraction', 'x-ray', 'tga']"
W1988063163,"['accelerated electron beam irradiation', 'electron beam irradiation', 'surface hardening', 'fatigue property', 'automotive crankshaft', 'crankshaft', 'high-energy electron beam irradiation', 'irradiation', 'microstructure', 'hardness', 'fatigue property', 'carbon-rich zone', 'carbon-depleted zone', 'microstructural modification', 'surface hardness', 'thermal cycle', 'thermal analysis', 'analytical simulation', 'simulation', 'peak temperature', 'heating rate', 'cooling rate', 'hardened depth']"
